city,theatre_name,average_ticket_price,total_seats,no_screens,type,lat,lon,source_of_information
Delhi,"7D Mastiii: TDI Mall, Rajouri Garden, Delhi",170.0,18,1,0,28.65083,77.12087,BookMyShow
Delhi,Abhishek Cineplex: Chandni Chowk,96.46666667,260,1,0,28.65628,77.2342,BookMyShow
Delhi,Amba Cinema: Delhi,128.0,486,1,0,28.67724,77.20104,BookMyShow
Delhi,"Batra Cinema, Dr.Mukerjee Nagar",301.8207102540476,1000,1,0,28.7113494,77.2150536,MediaAnt
Delhi,Batra Reels Cinemas: New Friends Colony,287.5,1500,1,0,28.56153,77.26865,"BookMyShow, MediaAnt"
Delhi,Carnival: Odeon Complex,493.0555556,592,2,1,28.63429,77.22107,BookMyShow
Delhi,"Cinepolis: Cross River Mall, Mall, Shahdara",249.375,1191,4,1,28.65681,77.30189,BookMyShow
Delhi,"Cinepolis: Unity One Mall Rohini, Delhi",350.1319444,659,4,1,28.71513,77.11631,"BookMyShow, MediaAnt"
Delhi,"Cinepolis: V3S Mall, Laxmi Nagar",236.7857143,836,3,1,28.63711,77.28606,"BookMyShow, MediaAnt"
Delhi,Delite Cinema: Asaf Ali Road,93.75,110,2,1,28.64122,77.23587,BookMyShow
Delhi,"DT Cinemas: DLF Place, Saket",286.0795455,953,6,1,28.5274,77.21713,BookMyShow
Delhi,DT Cinemas: Savitri Complex GK2,238.8888889,300,1,0,28.54135,77.24011,BookMyShow
Delhi,"Fun Cinemas: North Square Mall, Pitampura",227.5,800,3,1,28.69151,77.14843,BookMyShow
Delhi,"Fun Cinemas: TDI Mall, Moti Nagar",198.1111111,643,3,1,28.65668,77.13945,BookMyShow
Delhi,G3S Cinema: Rohini,228.5714286,809,3,1,28.73469,77.11376,BookMyShow
Delhi,Gagan Cinema: Delhi,62.5,982,1,0,28.69635,77.31493,"BookMyShow, MediaAnt"
Delhi,"Hans Cinema, G.T Karnal Road",301.8207102540476,900,1,0,28.7031355,77.1824101,MediaAnt
Delhi,INOX Eros One: Jangpura Extn,465.4166667,317,1,0,28.58122,77.24199,BookMyShow
Delhi,Liberty Cinema: Karol Bagh,110.0,959,1,0,28.65941,77.18973,BookMyShow
Delhi,M Cinemas: East of Kailash (Gold Class),493.75,780,2,1,28.55923,77.24623,BookMyShow
Delhi,M2K: Pitampura,230.8571429,807,3,1,28.68925,77.13326,"BookMyShow, MediaAnt"
Delhi,M2K: Rohini,221.3333333,588,2,1,28.70094,77.1166,"BookMyShow, MediaAnt"
Delhi,"Milan Cineplex, Karampura",301.8207102540476,1000,1,0,28.6626009,77.1462858,MediaAnt
Delhi,Miraj Cinemas: Subhash Nagar,231.8333333,470,2,1,28.63874,77.1069,BookMyShow
Delhi,"Moti Cinema, Chandni Chowk",301.8207102540476,699,1,0,28.656595,77.235293,MediaAnt
Delhi,Movietime: Pitampura,168.3928571,788,3,1,28.70582,77.14283,"BookMyShow, Internet Research"
Delhi,Movietime: Raja Garden,200.9621212,1226,6,1,28.65266,77.12335,"BookMyShow, Internet Research"
Delhi,PVR Promenade: Vasant Kunj,431.7234848,1139,7,1,28.54262,77.15575,"BookMyShow, Internet Research"
Delhi,"PVR: 3CS, Delhi",247.7777778,315,1,0,28.56778,77.24099,BookMyShow
Delhi,"PVR: Anupam, Delhi",170.6018519,1000,4,1,28.52374,77.20716,"BookMyShow, Internet Research"
Delhi,"PVR: Director's Cut, Ambience Delhi",1458.333333,282,4,1,28.5408,77.15479,"BookMyShow, MediaAnt"
Delhi,"PVR: Naraina, Delhi",221.6666667,830,4,1,28.63308,77.13889,"BookMyShow, MediaAnt"
Delhi,"PVR: Pacific, Delhi",446.3415179,1116,6,1,28.64269,77.10595,"BookMyShow, Internet Research"
Delhi,"PVR: Plaza-CP, Delhi",366.6666667,300,1,0,28.63515,77.21966,BookMyShow
Delhi,"PVR: Prashant Vihar, Delhi",283.3134921,426,4,1,28.71251,77.13594,BookMyShow
Delhi,"PVR: Priya, Delhi",266.25,944,1,0,28.55732,77.16449,BookMyShow
Delhi,"PVR: Rivoli, Delhi",320.8333333,329,1,0,28.63101,77.21636,BookMyShow
Delhi,"PVR: Sangam, Delhi",312.2321429,392,2,1,28.57239,77.1735,BookMyShow
Delhi,"PVR: Select City Walk (Gold), Delhi",943.75,40,1,0,28.52857,77.21973,BookMyShow
Delhi,"PVR: Select City Walk, Delhi",523.1349206,677,5,1,28.52857,77.21973,BookMyShow
Delhi,PVR: Shalimar Bagh,311.0714286,1142,4,1,28.70282,77.15833,"BookMyShow, MediaAnt"
Delhi,"PVR: Vikaspuri, Delhi",202.2619048,921,3,1,28.63902,77.07448,"BookMyShow, MediaAnt"
Delhi,Q Cinemas: Shahdara,185.4166667,601,3,1,28.67512,77.28808,BookMyShow
Delhi,"Ritz Cinema: Kashmere Gate, Delhi",113.3333333,576,1,0,28.66669,77.22984,"BookMyShow, MediaAnt"
Delhi,Satyam Janak Place-NCR,301.8207102540476,1262,4,1,28.629686,77.081896,Internet Research
Delhi,Satyam Nehru Place-NCR,301.8207102540476,994,4,1,28.550044,77.251155,Internet Research
Delhi,Satyam Patel Nagar-NCR,301.8207102540476,1207,4,1,28.6504,77.1576999,Internet Research
Delhi,Shiela Cinema: Delhi,133.3333333,980,1,0,28.64457,77.21691,BookMyShow
Delhi,Suraj Cinema - Najafgarh-NCR,301.8207102540476,519,1,0,28.6111587,76.9764621,Internet Research
Delhi,"Vishal Cinema, Janta Market",301.8207102540476,1401,1,0,28.6555642,77.118129,MediaAnt
Delhi,Wave: Raja Garden,269.1666667,777,4,1,28.65193,77.1208,BookMyShow
Hyderabad,Alankar (Pratap Theatre): Langer House,100.0,774,1,0,17.37651,78.4196,"BookMyShow, Internet Research"
Hyderabad,Amba Theatre: Mehdipatnam,100.0,64,1,0,17.39167,78.44133,BookMyShow
Hyderabad,Anjali Theatre: Secunderabad,70.0,690,1,0,17.43751,78.49338,"BookMyShow, MediaAnt"
Hyderabad,Aradhna Theatre-Tarnaka,95.06145388259617,806,1,0,17.4248734,78.5333863,Internet Research
Hyderabad,Arjun 70MM: Kukatpally,100.0,786,1,0,17.49677,78.39703,"BookMyShow, MediaAnt"
Hyderabad,Asian CineSquare Multiplex: Uppal,125.0,1512,5,1,17.40215,78.57207,BookMyShow
Hyderabad,Asian Ganga: Dilsukhnagar,85.0,707,1,0,17.36117,78.5231,BookMyShow
Hyderabad,Asian GPR Multiplex: Kukatpally,162.5,1143,3,1,17.49923,78.39067,BookMyShow
Hyderabad,Asian Jyothi: RC Puram,90.0,520,1,0,17.50277,78.31221,BookMyShow
Hyderabad,Asian Lakshmikala Cinepride: Moosapet,88.81481481,2403,4,1,17.46753,78.42831,BookMyShow
Hyderabad,Asian M Cube Mall: Attapur,140.0,1014,4,1,17.37169,78.43027,BookMyShow
Hyderabad,Asian Radhika Multiplex: ECIL,130.0,894,3,1,17.47656,78.56309,BookMyShow
Hyderabad,Asian Sha: Chintal,85.0,716,1,0,17.4922,78.45173,BookMyShow
Hyderabad,Asian Shahensha: Chintal,85.0,380,1,0,17.4922,78.45173,BookMyShow
Hyderabad,Asian Shiva: Dilsukhnagar,85.0,554,1,0,17.36117,78.5231,BookMyShow
Hyderabad,Asian Swapna 35mm: Katedan,90.0,272,1,0,17.31143,78.43869,"BookMyShow, MediaAnt"
Hyderabad,Asian Swapna 70mm: Katedan,75.0,512,1,0,17.31143,78.43869,BookMyShow
Hyderabad,"ASR Cinemas, Madhuban Colony",95.06145388259617,609,1,0,17.3083079,78.4319946,MediaAnt
Hyderabad,Bhujanga 70MM: Jeedimetla,65.0,1311,1,0,17.5122,78.44861,"BookMyShow, MediaAnt"
Hyderabad,BR Hitech 70mm: Madhapur,80.0,528,1,0,17.44442,78.38823,"BookMyShow, Internet Research"
Hyderabad,"Brahmarambha 70 Mm, Hyder nagar",95.06145388259617,861,1,0,17.5000891,78.386969,MediaAnt
Hyderabad,BVK Multiplex Vijayalakshmi: LB Nagar,105.5555556,1211,3,1,17.34365,78.55422,BookMyShow
Hyderabad,Carnival: Ameerpet,150.0,1361,4,1,17.43026,78.44846,BookMyShow
Hyderabad,Cine Town: Miyapur,90.0,1263,3,1,17.49534,78.35329,BookMyShow
Hyderabad,"Cinepolis: CCPL Mall, Hyderabad",150.0,703,5,1,17.45718,78.53681,BookMyShow
Hyderabad,"Cinepolis: Manjeera Mall, Kukatpally",200.0,1405,5,1,17.48978,78.39322,BookMyShow
Hyderabad,"Cinepolis: Mantra Mall, Attapur",200.0,1094,5,1,17.35388,78.4206,BookMyShow
Hyderabad,Devi 70mm 4K & Dolby Atmos: RTC X Roads,118.0,1200,1,0,17.40627,78.49504,"BookMyShow, Internet Research"
Hyderabad,Galaxy Cinema: Toli Chowki,70.0,704,1,0,17.40324,78.41086,"BookMyShow, Internet Research"
Hyderabad,"Ganga Theatre, Chaithanyapuri Colony",95.06145388259617,786,1,0,17.3719842,78.535892,MediaAnt
Hyderabad,Glory Cinema: Mallepally,95.06145388259617,486,1,0,17.39404,78.45831,BookMyShow
Hyderabad,Gokul 70MM: Erragadda,90.0,1224,1,0,17.45358,78.43435,"BookMyShow, MediaAnt"
Hyderabad,Indra: Karmanghat,80.0,112,1,0,17.34507,78.53179,BookMyShow
Hyderabad,"INOX: GVK One, Banjara Hills",200.0,1257,6,1,17.4195,78.44861,"BookMyShow, MediaAnt"
Hyderabad,"INOX: Maheshwari Parmeshwari Mall, Kachiguda",150.0,1021,5,1,17.39052,78.48862,BookMyShow
Hyderabad,Kalyani Movie Max: Bowenpally,70.0,84,1,0,17.47373,78.47971,BookMyShow
Hyderabad,Konark: Dilsukhnagar,80.0,1026,1,0,17.3686,78.51865,"BookMyShow, MediaAnt"
Hyderabad,Kumar Theatre: Kachiguda,90.0,74,1,0,17.38886,78.49632,BookMyShow
Hyderabad,Lakshmi Kala Mandir: Alwal,70.0,277,1,0,17.49476,78.51121,BookMyShow
Hyderabad,"Mallikarjuna 70 Mm, Hyder nagar",95.06145388259617,861,1,0,17.5000892,78.38697,MediaAnt
Hyderabad,"Manikanta, Reddy Colony",95.06145388259617,394,1,0,17.337529,78.549634,MediaAnt
Hyderabad,Manju Cinema: Kalasiguda,70.0,289,1,0,17.44048,78.4936,BookMyShow
Hyderabad,Megha Theatre: Dilsukhnagar,90.0,795,1,0,17.36796,78.52666,BookMyShow
Hyderabad,Metro Cinema: Bahadurpura,70.0,100,1,0,17.35587,78.45374,BookMyShow
Hyderabad,"Miraj Cinemas: Shalini Shivani, Hyderabad",158.8541667,1286,4,1,17.36764,78.5362,BookMyShow
Hyderabad,Mukta A2 Cinemas: Abids,90.0,637,1,0,17.38586,78.47723,BookMyShow
Hyderabad,"Nagendra 70 Mm, Main Road",95.06145388259617,711,1,0,17.3561,78.5333,MediaAnt
Hyderabad,Nagendra: Karmanghat,80.0,711,1,0,17.34507,78.53179,"BookMyShow, MediaAnt"
Hyderabad,Nartaki Theatre: Alwal,70.0,854,1,0,17.49423,78.5133,"BookMyShow, MediaAnt"
Hyderabad,Padmavati Cinema: Kachiguda,60.0,490,1,0,17.39063,78.4916,"BookMyShow, MediaAnt"
Hyderabad,Prasads: Hyderabad,150.0,2230,6,1,17.33215,78.47,"BookMyShow, MediaAnt"
Hyderabad,Prashant Cinema: Secunderabad,80.0,1048,1,0,17.43958,78.49856,"BookMyShow, MediaAnt"
Hyderabad,"Pratap Theatre, Gandhi Bhawan",95.06145388259617,774,1,0,17.3882628,78.4707395,MediaAnt
Hyderabad,Priya Theatre: Malleypally,80.0,750,1,0,17.39049,78.4549,"BookMyShow, MediaAnt"
Hyderabad,"PVR Forum Sujana Mall: Kukatpally, Hyderabad",200.0,2140,9,1,17.48452,78.38904,BookMyShow
Hyderabad,"PVR: Inorbit, Cyberabad",150.0,800,5,1,17.43505,78.38674,BookMyShow
Hyderabad,"PVR: Panjagutta, Hyderabad",150.0,1322,5,1,17.42675,78.45295,BookMyShow
Hyderabad,"PVR: RK Cineplex, Hyderabad",200.0,1034,3,1,17.42332,78.42792,"BookMyShow, Internet Research"
Hyderabad,Raghavendra 35mm: Malkajgiri,70.0,580,1,0,17.4513,78.53616,"BookMyShow, MediaAnt"
Hyderabad,Raghavendra 70mm: Malkajgiri,70.0,691,1,0,17.4513,78.53616,"BookMyShow, MediaAnt"
Hyderabad,Raghavendra Mini: Malkajgiri,70.0,385,1,0,17.4513,78.53616,"BookMyShow, MediaAnt"
Hyderabad,Rajdhani 70mm: Dilsukhnagar,80.0,1050,1,0,17.36855,78.52989,"BookMyShow, MediaAnt"
Hyderabad,Rajdhani Deluxe Theatre: Dilsukhnagar,90.0,628,1,0,17.36897,78.52737,"BookMyShow, MediaAnt"
Hyderabad,Rajyalakshmi 70mm: Uppal,55.0,662,1,0,17.39664,78.5603,BookMyShow
Hyderabad,Ramakrishna 70MM - Indra Cinemas: Abids,87.5,724,1,0,17.38591,78.47678,BookMyShow
Hyderabad,Ranga Theatre: Jeedimetla,80.0,1329,1,0,17.51207,78.44833,"BookMyShow, MediaAnt"
Hyderabad,Rukmini Cinema: Patancheru,70.0,956,1,0,17.53212,78.26473,"BookMyShow, Internet Research"
Hyderabad,Sai Ranga: Miyapur,76.66666667,1179,1,0,17.49551,78.35974,"BookMyShow, MediaAnt"
Hyderabad,Sampoorna 70mm: Vanasthalipuram,85.0,865,1,0,17.33121,78.57603,"BookMyShow, MediaAnt"
Hyderabad,Sandhya 35mm: RTC X Roads,100.0,1055,1,0,17.40691,78.49726,"BookMyShow, MediaAnt"
Hyderabad,Sandhya 70mm: RTC X Roads,100.0,1323,1,0,17.40691,78.49726,"BookMyShow, MediaAnt"
Hyderabad,Santosh Cinemas: Abids,90.0,812,1,0,17.39103,78.47569,"BookMyShow, Internet Research"
Hyderabad,Sapna Cinemas: Abids,80.0,552,1,0,17.39103,78.47569,"BookMyShow, Internet Research"
Hyderabad,"Sapthagiri 70Mm, Ashoknagar",95.06145388259617,1150,1,0,17.40743,78.496222,MediaAnt
Hyderabad,Sapthagiri Theatre: RTC X Roads,90.0,1150,1,0,17.40803,78.4968,"BookMyShow, Internet Research"
Hyderabad,Satyam Theatre: Ameerpet,60.0,1243,1,0,17.43715,78.44877,"BookMyShow, Internet Research"
Hyderabad,Select Talkies: Bolaram,60.0,566,1,0,17.51147,78.51067,"BookMyShow, MediaAnt"
Hyderabad,Sensation Insomnia: Khairatabad,80.0,555,1,0,17.40693,78.46363,"BookMyShow, MediaAnt"
Hyderabad,Sensation Sunshine: Khairatabad,80.0,850,1,0,17.40714,78.46361,"BookMyShow, MediaAnt"
Hyderabad,Shama Cinema: Hyderabad,46.66666667,712,1,0,17.34158,78.46565,"BookMyShow, MediaAnt"
Hyderabad,Shanti Theatre: Narayanaguda,86.66666667,1035,1,0,17.39622,78.48986,"BookMyShow, MediaAnt"
Hyderabad,Sharada 70mm: Kapra,70.0,861,1,0,17.48324,78.55533,"BookMyShow, MediaAnt"
Hyderabad,"Sheeshmahal Cinema, Begumpet",95.06145388259617,459,1,0,17.43461,78.448894,MediaAnt
Hyderabad,Shiva Parvathi Cinema: Kukatpally,100.0,1116,1,0,17.4966,78.39707,"BookMyShow, MediaAnt"
Hyderabad,"Shiva Theatre, Chaithanyapuri Colony",95.06145388259617,974,1,0,17.3610291,78.5229013,MediaAnt
Hyderabad,Sree Rama Theatre: Bahadurpura,80.0,796,1,0,17.35449,78.4573,"BookMyShow, MediaAnt"
Hyderabad,Sree Ramana 70MM: Amberpet,100.0,1111,1,0,17.39247,78.51578,"BookMyShow, MediaAnt"
Hyderabad,Sree Ramulu 70mm: Moosapet,70.0,849,1,0,17.46784,78.42939,"BookMyShow, MediaAnt"
Hyderabad,Sree Sai Puja: Suraram,100.0,864,1,0,17.54458,78.43474,"BookMyShow, MediaAnt"
Hyderabad,Sree Sai Raja Theatre: Musheerabad,70.0,777,1,0,17.41634,78.49944,"BookMyShow, MediaAnt"
Hyderabad,Sri Krishna 70MM: Uppal,70.0,939,1,0,17.40084,78.56788,"BookMyShow, MediaAnt"
Hyderabad,"Sri Lakshmi Deluxe, Main Road",95.06145388259617,629,1,0,17.494647,78.3977,MediaAnt
Hyderabad,Sri Lakshmi Deluxe: Karmanghat,80.0,629,1,0,17.34575,78.53156,"BookMyShow, MediaAnt"
Hyderabad,Sri Mayuri Theatre: RTC X Roads,86.66666667,941,1,0,17.40747,78.49604,"BookMyShow, MediaAnt"
Hyderabad,"Sri Sai Ram Theatre, MainRoad",95.06145388259617,600,1,0,17.368235,78.526694,MediaAnt
Hyderabad,Sri Sai Ram Theatre: Malkajgiri,55.0,700,1,0,17.44632,78.5354,"BookMyShow, MediaAnt"
Hyderabad,Sridevi Cinema: Chilakalguda,80.0,903,1,0,17.43143,78.51297,"BookMyShow, MediaAnt"
Hyderabad,Srilatha and Sridevi Complex: Chanda Nagar,55.0,2009,2,1,17.49805,78.3171,"BookMyShow, Internet Research"
Hyderabad,"Srinivas Theatre, Allapur",95.06145388259617,461,1,0,17.4345092,78.4467967,MediaAnt
Hyderabad,Srinivasa Talkies: Uppal,60.0,809,1,0,17.40106,78.56853,"BookMyShow, MediaAnt"
Hyderabad,SSV Cine Park: Patancheru,95.06145388259617,0,0,1,17.53196,78.27094,BookMyShow
Hyderabad,Sudarshan 35mm 4k & Dolby Atmos: RTC X Roads,118.0,1216,1,0,17.40646,78.49503,"BookMyShow, MediaAnt"
Hyderabad,"Suresh, Sitaphalmandi",95.06145388259617,956,1,0,17.4269211,78.5161231,MediaAnt
Hyderabad,Sushma Cinema: Vanasthalipuram,100.0,1022,1,0,17.3358,78.57353,"BookMyShow, MediaAnt"
Hyderabad,SVC Cinemas Eeshwar: Attapur,100.0,645,1,0,17.36645,78.42768,"BookMyShow, Internet Research"
Hyderabad,SVC Mahalakshmi Screen 1: Kothapet,100.0,659,1,0,17.36944,78.53973,"BookMyShow, Internet Research"
Hyderabad,SVC Mahalakshmi Screen 2: Kothapet,100.0,319,1,0,17.36944,78.53973,"BookMyShow, Internet Research"
Hyderabad,SVC Sangeetha Theatre: RC Puram,100.0,590,1,0,17.51352,78.2866,"BookMyShow, Internet Research"
Hyderabad,SVR's Siva Sakthi Theatre: Kapra,70.0,313,1,0,17.47652,78.56276,"BookMyShow, Internet Research"
Hyderabad,Talluri Theatres: Kushaiguda,69.5,1148,3,1,17.47771,78.57246,"BookMyShow, Internet Research"
Hyderabad,Tarakarama Cineplex: Kachiguda,90.0,980,1,0,17.39065,78.48796,"BookMyShow, MediaAnt"
Hyderabad,Tivoli Cinema: Extreme,118.0,912,1,0,17.44724,78.49246,"BookMyShow, MediaAnt"
Hyderabad,Tivoli Cinema: Hyderabad,118.0,453,3,1,17.44833,78.49304,BookMyShow
Hyderabad,"Usha Mayuri, Ashoknagar",95.06145388259617,749,1,0,17.405727,78.488421,MediaAnt
Hyderabad,Venkatadri Cinema 70MM: Dilsukhnagar,90.0,1263,1,0,17.36799,78.52345,"BookMyShow, MediaAnt"
Hyderabad,Venkataramana Cinema: Kachiguda,60.0,697,1,0,17.39069,78.49141,"BookMyShow, Internet Research"
Hyderabad,Vijetha 70MM: Borabanda,80.0,786,1,0,17.45421,78.41913,"BookMyShow, MediaAnt"
Hyderabad,Vimal 70mm: Balanagar,80.0,1010,1,0,17.46361,78.45124,"BookMyShow, MediaAnt"
Hyderabad,Vishnu Cinemas A/C DTS: Vanasthalipuram,85.0,935,1,0,17.33902,78.56577,"BookMyShow, MediaAnt"
Hyderabad,Viswanath 70MM Theater: Kukatpally,80.0,1204,1,0,17.49677,78.39703,"BookMyShow, MediaAnt"
Hyderabad,Vyjayanthi Cinema: Nacharam,100.0,711,1,0,17.42889,78.55238,"BookMyShow, MediaAnt"
Hyderabad,Yadagiri Theatre: Santosh Nagar,75.0,1076,1,0,17.34657,78.50888,"BookMyShow, MediaAnt"
Hyderabad,"Yakut Mahal Talkies, Yakutpura",95.06145388259617,521,1,0,17.3616553,78.4857269,MediaAnt
Kochi,"Ajantha Theatre, Mattancherry Jetty",119.55509767142858,620,1,0,9.9538634,76.2475442,MediaAnt
Kochi,"Cinemax: Oberon, Kochi",128.3472222,634,4,1,10.01432,76.31232,BookMyShow
Kochi,"Cinepolis: Centre Square Mall, Kochi",119.55509767142858,1488,8,1,9.9778687,76.2831729,Internet Research
Kochi,"Cinepolis: VIP Centre Square Mall, Kochi",119.55509767142858,235,3,1,9.9778687,76.2831729,Internet Research
Kochi,"Evm Cinema Studio, KSRTC Road",119.55509767142858,1220,4,1,9.9468236,76.2556623,MediaAnt
Kochi,EVM Kavitha Theatre 2K UFO: Ernakulam,110.0,1220,4,1,9.978573,76.28262,"BookMyShow, MediaAnt"
Kochi,"Jayalakshmi Talkies, Palluruthy",119.55509767142858,600,1,0,9.924479,76.2714001,MediaAnt
Kochi,"Jyothy, PP Road",119.55509767142858,713,1,0,9.9579586,76.2902266,MediaAnt
Kochi,"Kanoos Cinema, Panampilly Nagar",119.55509767142858,220,1,0,9.9598034,76.2892536,MediaAnt
Kochi,Padma Cinema Screen 1: Ernakulam,105.0,324,1,0,9.981755,76.2826,BookMyShow
Kochi,Padma Cinema Screen 2: Ernakulam,110.0,98,1,0,9.981755,76.2826,BookMyShow
Kochi,"Pratheeksha Theatre, Kumbalangi Road",119.55509767142858,670,1,0,9.9142577,76.2788272,MediaAnt
Kochi,Q Cinemas: Gold Souk Grande,159.5384615,1236,4,1,9.977553,76.31627,"BookMyShow, MediaAnt"
Kochi,Sarita Cinema: Kochi,110.0,2141,3,1,9.984626,76.27759,"BookMyShow, Internet Research"
Kochi,Sridar Cinemas: Ernakulam,114.0,530,1,0,9.979525,76.27683,"BookMyShow, Internet Research"
Kolkata,11D Adventureplex: Quest Mall,250.0,30,1,0,22.52575,88.35952,"BookMyShow, Internet Research"
Kolkata,7D Adventure Plex: Mani Square Mall,200.0,32,1,0,22.57758,88.4006,BookMyShow
Kolkata,"Aleya Cinema, Ballygunge RS",187.80483726826088,447,1,0,22.52022,88.367129,MediaAnt
Kolkata,Asoka Cinema: Behala,98.16666667,867,1,0,22.49382,88.31637,"BookMyShow, MediaAnt"
Kolkata,"Basusree, SP Mukherjee Road",187.80483726826088,1020,1,0,22.5226283,88.3462934,MediaAnt
Kolkata,"Bhabani Cinema, Indrani Park",187.80483726826088,665,1,0,22.5055091,88.3451152,MediaAnt
Kolkata,"Bijoli Cinema, Bhawanipore",187.80483726826088,921,1,0,22.5271158,88.34657,MediaAnt
Kolkata,Bina Cinema - Kolkatta,187.80483726826088,775,1,0,22.5814515,88.3658105,Internet Research
Kolkata,"Chabighar, Parsibagan",187.80483726826088,646,1,0,22.5795878,88.3724625,MediaAnt
Kolkata,"Cinepolis: Acropolis Mall, Kolkata",200.5,885,4,1,22.51558,88.39319,BookMyShow
Kolkata,"Cinepolis: Lake Mall, Kolkata",214.2045455,947,4,1,22.51652,88.34876,BookMyShow
Kolkata,"Crown Cinema, Dharmatala",187.80483726826088,1056,1,0,22.5598378,88.3582877,MediaAnt
Kolkata,"Darpana, Bidhan Sarani",187.80483726826088,690,1,0,22.5977679,88.372279,MediaAnt
Kolkata,"Elite Cinema, Dharmatala",187.80483726826088,1258,1,0,22.5630154,88.3538713,MediaAnt
Kolkata,"Ellora Cinema, Behala Municipal Market",187.80483726826088,2080,2,1,22.5000008,88.31873,MediaAnt
Kolkata,Hind INOX: Kolkata,178.2,710,2,1,22.56492,88.3591,"BookMyShow, Internet Research"
Kolkata,Indira Cinema: Kolkata,80.0,733,1,0,22.52712,88.34657,"BookMyShow, Internet Research"
Kolkata,"INOX: Forum Mall, Elgin Road",231.1720833,1015,4,1,22.53844,88.3513,"BookMyShow, Internet Research"
Kolkata,INOX: Hiland Park,171.452381,934,4,1,22.48339,88.39075,BookMyShow
Kolkata,INOX: Quest Mall,313.0919697,511,4,1,22.53914,88.36565,BookMyShow
Kolkata,INOX: Quest Mall (Insignia),608.3333333,162,3,1,22.53914,88.36565,BookMyShow
Kolkata,"INOX: South City, Kolkata",306.1619444,1426,6,1,22.50136,88.36196,"BookMyShow, MediaAnt"
Kolkata,"INOX: Swabhumi, Maulana Azad Sarani",166.7109259,1022,4,1,22.57114,88.40126,"BookMyShow, MediaAnt"
Kolkata,"Jagat, Sealdah",187.80483726826088,377,1,0,22.5714426,88.371308,MediaAnt
Kolkata,"Kamal Talkies, Garden Reach",187.80483726826088,848,1,0,22.5485444,88.2891741,MediaAnt
Kolkata,"Khatoon Mahal, Garden Reach",187.80483726826088,712,1,0,22.5486653,88.2809764,MediaAnt
Kolkata,"Liberty Cinema, Beadon Street",187.80483726826088,724,1,0,22.5887838,88.3632207,MediaAnt
Kolkata,London Paris: Mukti World Ballygunge,237.0,298,2,1,22.52623,88.36665,BookMyShow
Kolkata,"Malancha Cinema, Netaji Nagar",187.80483726826088,840,1,0,22.4870162,88.3506847,MediaAnt
Kolkata,"Mayur Cinema, Chittaranjan Avenue",187.80483726826088,853,1,0,22.5751236,88.3538911,MediaAnt
Kolkata,Menoka Cinema: Kolkata,130.0,790,1,0,22.51115,88.35068,"BookMyShow, Internet Research"
Kolkata,"Minar Cinema, R.G.Kar Medical College",187.80483726826088,849,1,0,22.5973062,88.3718559,MediaAnt
Kolkata,Mitra Cinema Hall: Kolkata,80.0,1146,1,0,22.59727,88.37205,"BookMyShow, Internet Research"
Kolkata,"Moonlight Cinema, Chittaranjan Avenue",187.80483726826088,780,1,0,22.5775595,88.3598131,MediaAnt
Kolkata,Navina Cinema: Tollygunge,110.1333333,983,1,0,22.501,88.34881,"BookMyShow, Internet Research"
Kolkata,"Netro, Dum Dum",187.80483726826088,684,1,0,22.6210274,88.3928183,MediaAnt
Kolkata,"New Empire Cinema, New Market",187.80483726826088,750,1,0,22.5605129,88.3514889,MediaAnt
Kolkata,"Padmasree Cinema, Jadavpore",187.80483726826088,730,1,0,22.4728672,88.37637,MediaAnt
Kolkata,Paradise Cinema: Kolkata,110.0,1063,1,0,22.5668,88.35196,"BookMyShow, Internet Research"
Kolkata,"Park Show House, Shakespeare Sarani",187.80483726826088,588,1,0,22.5462997,88.3622103,MediaAnt
Kolkata,"Prabhat Cinema, Barabazar",187.80483726826088,700,1,0,22.5789136,88.3606355,MediaAnt
Kolkata,Prachi Cinema: Kolkata,80.0,784,1,0,22.56487,88.36829,"BookMyShow, MediaAnt"
Kolkata,Priya Cinema: Rashbehari Avenue,152.0,793,1,0,22.51794,88.35438,BookMyShow
Kolkata,"PVR: Mani Square Mall, Kolkata",237.3840741,1208,4,1,22.57771,88.4009,"BookMyShow, MediaAnt"
Kolkata,"Ragini Cinema, Beliaghata",187.80483726826088,999,1,0,22.5616213,88.4063598,MediaAnt
Kolkata,"Regal Cinema, Dharmatala",187.80483726826088,500,1,0,22.5628269,88.3526567,MediaAnt
Kolkata,Regal Cinema: Kolkata,80.0,500,1,0,22.56284,88.35266,"BookMyShow, MediaAnt"
Kolkata,Roxy Talkies: Kolkata,85.0,730,1,0,22.56229,88.35205,"BookMyShow, MediaAnt"
Kolkata,"Star Theatre, Bidhan Sarani",187.80483726826088,685,1,0,22.5972365,88.3719017,MediaAnt
Kolkata,"Talkie Show House, Sibdas Bhaduri St",187.80483726826088,994,1,0,22.5985914,88.373945,MediaAnt
Mumbai,24 Karat: Jogeshwari,219.5555556,1527,4,1,19.14108,72.84372,BookMyShow
Mumbai,"Akash Cinema, Kurla North",198.14427274636358,388,1,0,19.0668861,72.8786582,MediaAnt
Mumbai,"Alankar Cinema, Ambewadi",198.14427274636358,942,1,0,18.9579554,72.8254315,MediaAnt
Mumbai,"Amar Theatre, Chembur",198.14427274636358,1155,1,0,19.0523111,72.9101544,MediaAnt
Mumbai,"Ashish Theatre, Chembur Extension",198.14427274636358,1000,1,0,19.039534,72.89525,MediaAnt
