movie_id,movie_name,year,genre,overview,director,cast
tt8055888,mard ko dard nahin hota,2018.0,"Action, Comedy, Drama","It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain, and he sets out to learn martial arts and hunt down muggers.",Vasan Bala,"Abhimanyu Dasani, Radhika Madan, Mahesh Manjrekar, Gulshan Devaiah"
tt0150992,hum dil de chuke sanam,1999.0,"Comedy, Drama, Musical","Nandini has to choose between Sameer, the man who taught her to fall in love; and Vanraj, the man from whom she learnt how to abide and fulfill promises of love.",Sanjay Leela Bhansali,"Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn, Zohra Sehgal"
tt7886848,sadak 2,2020.0,"Action, Drama","The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive.",Mahesh Bhatt,"Priyanka Bose, Alia Bhatt, Sanjay Dutt, Aditya Roy Kapoor"
tt0375611,black,2005.0,Drama,"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world.",Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapur"
tt1385824,13b: fear has a new address,2009.0,"Drama, Horror, Mystery","A man experiences a supernatural occurrence at his newly purchased apartment; a soap opera being telecast exclusively on his TV, which shows the future of his family.",Vikram K. Kumar,"Madhavan, Nitu Chandra, Poonam Dhillon, Saranya Ponvannan"
tt0439662,fanaa,2006.0,"Action, Drama, Romance",A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Tabu"
tt22743064,yaariyan 2,2023.0,"Comedy, Drama, Musical",Cousins by blood Friends by choice.,"Radhika Rao, Vinay Sapru","Divya Khosla Kumar, Meezaan Jafri, Pearl V Puri, Yash Dasgupta"
tt27425164,war 2,2012.0,"Action, Adventure, Crime",Plot under wraps.,Ayan Mukerji,"Hrithik Roshan, Kiara Advani, N.T. Rama Rao Jr."
tt0382383,yuva,2004.0,"Action, Drama, Thriller","Michael, Arjun and Lallan, three men from three different strata of society, cross paths one morning in Calcutta and change one another's lives forever.",Mani Ratnam,"Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi"
tt0111068,sangharsh,1999.0,"Action, Crime, Drama","A rookie CBI officer must enlist the help of an incarcerated criminal in order to catch a serial child killer, who has recently escaped police custody.",Tanuja Chandra,"Preity G Zinta, Akshay Kumar, Ashutosh Rana, Vishwajeet Pradhan"
tt1084972,wanted,2009.0,"Action, Crime, Thriller","Radhe is a ruthless gangster who will kill anyone for money. He is attracted towards Jhanvi, a middle class girl, who does not approve of his work and wants him to change.",Prabhu Deva,"Salman Khan, Ayesha Takia, Prakash Raj, Vinod Khanna"
tt9172840,motichoor chaknachoor,2019.0,"Comedy, Romance","A hilarious story of a 36-year-old jobless man Pushpender, trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.",Debamitra Biswal,"Nawazuddin Siddiqui, Athiya Shetty, Vibha Chhibber, Karuna Pandey"
tt1620933,paan singh tomar,2012.0,"Action, Biography, Crime","The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya"
tt9098938,sharmaji namkeen,2022.0,"Comedy, Drama, Family",A light-hearted coming-of-age story of a lovable 60-year-old-man.,Hitesh Bhatia,"Rishi Kapoor, Paresh Rawal, Juhi Chawla, Isha Talwar"
tt11680920,music school,2023.0,"Drama, Musical","This heart-warming 11-song musical is about how the prevailing Indian education system and parents put pressure on children to be competitive in their ""studies, thereby leaving no time for ...                See full summary »",Paparao Biyyala,"Shriya Saran, Sharman Joshi, Prakash Raj, Mona Ambegaonkar"
tt10739666,satyameva jayate 2,2021.0,"Action, Crime, Drama","Satyameva Jayate 2 revolves around the fight against injustice and misuse of power. From police and politicians to industrialists and a common man, the film will explore corruption in all spheres.",Milap Zaveri,"John Abraham, Divya Khosla Kumar, Harsh Chhaya, Gautami Kapoor"
tt9052960,laal kaptaan,2019.0,"Action, Adventure, Drama","In an 18th century setting, a Naga sadhu in India sets out on a journey across Bundelkhand to seek revenge for an injustice committed in the past.",Navdeep Singh,"Saif Ali Khan, Zoya Hussain, Manav Vij, Deepak Dobriyal"
tt6923462,manto,2018.0,"Biography, Drama",The film is a biographical account of writer Saadat Hasan Manto's life and is set in 1940s India.,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin, Nazma Ali Shaikh"
tt0347332,khakee,2004.0,"Action, Crime, Drama",A team of police force escorts an alleged terrorist from Chandangarh to Mumbai. However their trip turns into a deadly survival when an ex-cop tries to stop them to reach Mumbai.,Rajkumar Santoshi,"Amitabh Bachchan, Akshay Kumar, Ajay Devgn, Aishwarya Rai Bachchan"
tt10443846,yeh saali aashiqui,2019.0,"Drama, Romance, Thriller","While in college, Sahil and Mittee fall in love, but an unfortunate incident turns their dreamy romance into a nightmare.",Cherag Ruparel,"Vardhan Puri, Shivaleeka Oberoi, Ruslaan Mumtaz, Satish Kaushik"
tt0323013,lakshya,2004.0,"Action, Drama, Romance","An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",Farhan Akhtar,"Hrithik Roshan, Preity G Zinta, Amitabh Bachchan, Om Puri"
tt7725596,badhaai ho,2018.0,"Comedy, Drama",A man is embarrassed when he finds out his mother is pregnant.,Amit Ravindernath Sharma,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Sanya Malhotra"
tt1836987,trishna,2011.0,Drama,The story of the tragic relationship between the son of a property developer and the daughter of an auto rickshaw owner.,Michael Winterbottom,"Freida Pinto, Riz Ahmed, Mita Vashisht, Harish Khanna"
tt10062614,guilty,2020.0,"Drama, Thriller","When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth.",Ruchi Narain,"Kiara Advani, Taher Shabbir, Akansha Ranjan Kapoor, Gurfateh Pirzada"
tt13795296,thank god,2022.0,"Comedy, Fantasy","An egoistic real estate broker in huge debts, meets with an accident.God appears in front of him and informs him that he will have to play a ""GAME OF LIFE"". If he win, he will be sent back to earth and if not, he will be sent to hell.",Indra Kumar,"Sidharth Malhotra, Ajay Devgn, Rakul Preet Singh, Mahesh Balraj"
tt0099652,ghayal,1990.0,"Action, Crime, Drama","Ajay Mehra, an amateur boxer, takes revenge against Balwant Rai, a crooked businessman, after his elder brother is killed.",Rajkumar Santoshi,"Sunny Deol, Amrish Puri, Meenakshi Sheshadri, Moushumi Chatterjee"
tt4864932,baaghi,2016.0,"Action, Romance, Thriller",A martial arts student seeks revenge after the murder of his master.,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu Posani, Shifuji Shaurya Bharadwaj"
tt2979920,bombay velvet,2015.0,"Action, Crime, Drama",An ordinary man goes against all odds and forges his destiny to become a 'Big Shot'.,Anurag Kashyap,"Ranbir Kapoor, Anushka Sharma, Karan Johar, Satyadeep Misra"
tt1891884,once upon a time in mumbai dobaara!,2013.0,"Action, Crime, Drama","After killing his mentor, a gangster comes into power to rule over Mumbai. In the process he falls for an aspiring actress, nevertheless he finds that his protege has fallen for her too which leads to enmity between them.",Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre"
tt7469726,shaadi mein zaroor aana,2017.0,"Drama, Romance","Satyendra Mishra ""Rajkumar Rao"" and Aarti Shukla ""Kriti Kharbanda"" agree to get married arranged by their parents, after Satyendra Mishra get government job. Aarti Shukla, run away from their marriage. What life waits for them ahead?",Ratnaa Sinha,"Rajkummar Rao, Kriti Kharbanda, K.K. Raina, Alka Amin"
tt0456144,lage raho munna bhai,2006.0,"Comedy, Drama, Romance",Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani"
tt8908002,luka chuppi,2019.0,"Comedy, Romance","Pretending to be married in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Aparshakti Khurana, Pankaj Tripathi"
tt1916728,shor in the city,2010.0,"Crime, Drama",Various residents and career-criminals face challenges in crime-laden Mumbai.,"Krishna D.K., Raj Nidimoru","Tusshar Kapoor, Sendhil Ramamurthy, Nikhil Dwivedi, Preeti Desai"
tt8108274,tanhaji: the unsung warrior,2020.0,"Action, Biography, Drama","Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",Om Raut,"Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol"
tt18250130,neymar,2023.0,"Comedy, Family",Kunjava and his friend Sinto bring a new furry friend named Neymar into their lives. Little did they know that their lives were about to be turned upside down.,Sudhi Maddison,"Naslen, Mathew Thomas, Thushara Pillai, Vijayaraghavan"
tt11651796,ak vs ak,2020.0,"Action, Comedy, Crime","A filmmaker kidnaps the daughter of a movie star, and while the star searches for his daughter the director films the desperate search in real time for his next blockbuster movie.",Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap, Sonam Kapoor, Harshvardhan Kapoor"
tt5120640,sarbjit,2016.0,"Biography, Drama","Biopic of Sarabjit Singh, a farmer residing at Bhikiwind, Punjab, near the Indo-Pak border, crossed the border after having a couple of drinks. However, he was mistaken to be an Indian spy and was sentenced with capital punishment.",Omung Kumar,"Randeep Hooda, Aishwarya Rai Bachchan, Richa Chadha, Darshan Kumaar"
tt16139054,connect,2022.0,Thriller,"In a country where the government imposed a national curfew and a single mother, Nayanthara, notices eerie changes in her daughter's behaviour. On getting virtual help from a pastor played by Anupam Kher who proposes an online exorcism.",Ashwin Saravanan,"Nayanthara, Sathyaraj, Anupam Kher, Vinay Rai"
tt13381376,welcome home,2012.0,"Crime, Drama, Horror","A census report leads two female government teachers to an isolated house, in which resides a family with twisted secrets they never imagined to recover.",Pushkar Mahabal,"Kashmira Irani, Swarda Thigale, Shashi Bhushan, Boloram Das"
tt7218518,padman,2018.0,"Comedy, Drama","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",R. Balki,"Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash"
tt15341044,laththi,2022.0,"Action, Crime, Drama","A police constable, who gets trapped in a building with his 10-year-old kid, and how they escape from the building surrounded by a group of the enemy.",A. Vinoth Kumar,"Vishal, Sunaina, Prabhu, Thalaivasal Vijay"
tt5662932,raman raghav 2.0,2016.0,"Crime, Drama, Thriller","Ramanna, a maniac murderer, finds a soulmate in Raghavan, a policeman, who inspects his murder cases. He tries to make Raghavan realize how they both are similar.",Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra"
tt1433810,dhobi ghat,2010.0,Drama,"The lives of four people intersect in Mumbai: a washer-man who wants to become an actor, a banker-turned-photographer, a painter looking for inspiration, and a newly-married immigrant who journals her experiences on home video.",Kiran Rao,"Prateik Patil Babbar, Monica Dogra, Kriti Malhotra, Aamir Khan"
tt0085178,ardh satya,1983.0,"Crime, Drama","A newly appointed police rookie deals with corruption, romance, and brutality.",Govind Nihalani,"Om Puri, Smita Patil, Amrish Puri, Shafi Inamdar"
tt8948790,jersey,2019.0,"Drama, Sport",A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,Gowtam Tinnanuri,"Nani, Shraddha Srinath, Sathyaraj, Ronit Kamra"
tt9420648,bala,2019.0,Comedy,It tells the story of a man who is balding prematurely and how he copes up with the situation.,Amar Kaushik,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam, Saurabh Shukla"
tt0499375,guru,2007.0,Drama,"A villager, Gurukant Desai, arrives in Bombay 1958, and rises from its streets to become the GURU, the biggest tycoon in Indian history.",Mani Ratnam,"Mithun Chakraborty, Abhishek Bachchan, Aishwarya Rai Bachchan, Madhavan"
tt28494851,stolen,2023.0,"Drama, Thriller","A five month old baby of an impoverished tribal woman Jhumpa Mahato is stolen.Two brothers ,Gautam and Raman, witness the kidnapping ,try to help her when they become embroiled in the complexities of the investigation.",Karan Tejpal,"Abhishek Banerjee, Harish Khanna, Mia Maelzer, Sahidur Rahaman"
tt0444781,deewane huye paagal,2005.0,"Action, Comedy, Drama","A man embarks on journey to find his love in Dubai, only to learn she has different suitors and admirers.",Vikram Bhatt,"Shahid Kapoor, Akshay Kumar, Suniel Shetty, Rimi Sen"
tt13143988,nail polish,2021.0,Drama,"Nail Polish, written and directed by Bugs Bhargava Krishna, stars Arjun Rampal, Manav Kaul, Anand Tiwari and Rajit Kapur. It's a legal thriller that explores the uncertainty of the human mind.",Bugs Bhargava Krishna,"Arjun Rampal, Manav Kaul, Anand Tiwari, Rajit Kapoor"
tt13793230,jaadugar,2022.0,"Comedy, Drama, Fantasy","Magic Meenu, a small-time magician in Neemuch, M.P., has to win a local football tournament in order to marry the girl he loves.",Sameer Saxena,"Jitendra Kumar, Arushi Sharma, Jaaved Jaaferi, Raksha Panwar"
tt2226666,jism 2,2012.0,"Drama, Romance, Thriller","Izna, a porn star, is tasked by an Indian Intelligence Agency to seduce her ex-boyfriend Kabir, a dreaded assassin, in order to steal vital information relating to his sleeper cell contacts.",Pooja Bhatt,"Randeep Hooda, Arunoday Singh, Arif Zakaria, Sunny Leone"
tt23804378,three of us,2022.0, ,"A delicate thread of emotions about love, loss, healing, awareness and liberation.",Avinash Arun,"Shefali Shah, Jaideep Ahlawat, Swanand Kirkire, Kadambari Kadam"
tt0991346,bhootnath,2008.0,"Comedy, Drama, Family","Moving into a new house, a family witnesses an unfriendly ghost who wants to drive them away from the house. However, he befriends a little boy who changes his outlook forever.",Vivek Sharma,"Amitabh Bachchan, Juhi Chawla, Satish Shah, Rajpal Naurang Yadav"
tt6531196,ascharyachakit!,2018.0,"Drama, Romance","Desire and greed intertwines the lives of a Bollywood star, his chauffeur, a prostitute and her pimp in an unlikely love story.",Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Ankit Raj, Anangsha Biswas"
tt1841542,chillar party,2011.0,"Comedy, Drama, Family",A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony takes on the big bad world of politics when one of their friend's life is endangered.,"Vikas Bahl, Nitesh Tiwari","Irfan Khan, Abhinay Raj Singh, Sanath Menon, Rohan Grover"
tt16915334,chakda xpress,2023.0,"Biography, Drama, Sport",It is inspired by the journey of Jhulan Goswami as she moves up the ladder despite the problems created by misogynistic politics to fulfill her dream of playing cricket for India,Prosit Roy,"Anushka Sharma, Anshul Chauhan, Dibyendu Bhattacharya, Nishu Dikshit"
tt1667838,i hate luv storys,2010.0,"Comedy, Drama, Romance","Jay doesn't believe in love Stories, and Simran, is a girl who's in love with the idea of Love itself.",Punit Malhotra,"Imran Khan, Sonam Kapoor, Sammir Dattani, Samir Soni"
tt0315642,wazir,2016.0,"Action, Crime, Drama",A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, John Abraham"
tt1146325,singh is kinng,2008.0,"Action, Comedy, Crime","A comic caper about Happy Singh, a Punjabi villager who goes through a series of misadventures and eventually becomes the King of the Australian underworld.",Anees Bazmee,"Akshay Kumar, Katrina Kaif, Om Puri, Kirron Kher"
tt2556308,holiday,2014.0,"Action, Crime, Thriller","A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan"
tt10534500,#home,2021.0,Drama,"Oliver Twist (Indrans) wants to be tech-savvy and become a better companion to his two sons, who spend more time on their phones than with their loved ones.",Rojin Thomas,"Indrans, Sreenath Bhasi, Manju Pillai, Naslen"
tt7529298,attack,2022.0,"Action, Sci-Fi, Thriller",Witness the rise of an army soldier as he realizes his destiny and comes to terms to becoming India's first super soldier created to combat terrorists as he fights his inner demons and outer enemies.With lots of action,Lakshya Raj Anand,"John Abraham, Jacqueline Fernandez, Rakul Preet Singh, Prakash Raj"
tt13534808,janhit mein jaari,2022.0,"Comedy, Drama, Romance","The story of a young girl, a crusader who takes up a challenging job selling condoms in a small town in MP, India.",Jai Basantu Singh,"Nushrratt Bharuccha, Vijay Raaz, Alok Nath Pathak, Tinnu Anand"
tt0246729,khiladiyon ka khiladi,1996.0,"Action, Crime, Drama",A man (Akshay Kumar) searches for his missing brother (Inder Kumar) who is also wanted by the police.,Umesh Mehra,"Akshay Kumar, Rekha, Raveena Tandon, Deven Verma"
tt8361196,vinaya vidheya rama,2019.0,"Action, Drama","When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",Boyapati Srinu,"Ram Charan, Vivek Oberoi, Kiara Advani, Mahesh Manjrekar"
tt5325684,hate story iv,2018.0,"Crime, Drama, Thriller","Aryan and Rajveer, sons of a wealthy businessman, Vikram Khurana, fall in love with the same woman, Tasha. Not only do they commit a deed they cannot undo but also end up as targets in a revenge plan.",Vishal Pandya,"Urvashi Rautela, Gulshan Grover, Lee Byford, Komal Chhabria"
tt3410408,rocky handsome,2016.0,"Action, Crime, Drama",A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,Nishikant Kamat,"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya"
tt0845448,dhamaal,2007.0,"Action, Adventure, Comedy","Four lazy slacker conmen buddies who are jobless, homeless and broke learn about the secret of a hidden treasure from a dying thief and later embark on a race against time to find the mobster's buried treasure and claim it while being pursued by a determined police inspector who is hellbent to get the treasure all by himself.",Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Jaaved Jaaferi"
tt4430136,pyaar ka punchnama 2,2015.0,"Comedy, Drama, Romance","After falling in love, three roommates experience changes in their lives.",Luv Ranjan,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt15482442,untitled blumhouse productions film,2024.0, ,Add a Plot,Luv Ranjan,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt0233422,chachi 420,1997.0,"Comedy, Drama, Family",Desperation to be with his only child forces a divorced man to take the guise of the child's nanny. Situations get really messy when the child's grandfather (the man's ex-father-in-law) falls in love with his disguised ex-son-in-law.,Kamal Haasan,"Kamal Haasan, Amrish Puri, Om Puri, Tabu"
tt0346723,chalte chalte,2003.0,"Drama, Romance",A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever.,Aziz Mirza,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah"
tt5255710,sanam teri kasam,2016.0,"Drama, Musical, Romance","After being disowned by her family, an awkward librarian relies on the help of her brooding neighbour.","Radhika Rao, Vinay Sapru","Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma"
tt0448206,bunty aur babli,2005.0,"Comedy, Crime, Drama","A small-town pair become the legendary Bunty and Babli, turning the world on its head caper after caper--until they meet a very upset police officer.",Shaad Ali,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja"
tt1395025,agent vinod,2012.0,"Action, Adventure, Thriller",A series of seemingly unconnected events across the world leads to Agent Vinod undertaking a globe-trotting mission to discover why his colleague was murdered.,Sriram Raghavan,"Kareena Kapoor, Saif Ali Khan, Adil Hussain, Ram Kapoor"
tt4387040,airlift,2016.0,"Action, Drama, History","When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi"
tt5456546,judwaa 2,2017.0,"Action, Comedy",Prem and Raja are twin brothers who are seperated at birth but are uniquely connected to eachother via their reflexes. They reunite as adults and set out to take down the underground smuggling world.,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher"
tt28290264,untitled aamir khan/rajkumar hirani movie,2012.0,Biography,Add a Plot,Rajkumar Hirani,Aamir Khan
tt0356982,paanch,2003.0,"Crime, Thriller",Kidnapping plot gone wrong when four friends plans to kidnap their own friend who accidentally got killed.,Anurag Kashyap,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya"
tt2077833,rowdy rathore,2012.0,"Action, Comedy, Crime","A con man uncovers a deadly secret and must save his lady love, the small-town locals and the little girl who insists she's his daughter, from the mob.",Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma"
tt13912632,sanak,2021.0,"Action, Thriller","Sanak is an action-thriller film, summarizing the emotion and journey of a lone hero, who fights overwhelming odds in a restricted environment, to save his wife and other unfortunates, helpless hostages, from the perils of evil.",Kanishk Varma,"Vidyut Jammwal, Neha Dhupia, Rukmini Maitra, Chandan Roy Sanyal"
tt15416100,visfot,2023.0,"Crime, Thriller","Worli, Mumbai. Two families. One has recently moved into one of the high-rises of Lower Parel, what was once known as the Cotton Mill district. The other lives a crammed life in a slum, ...                See full summary »",Kookie Gulati,"Riddhi Dogra, Priya Bapat, Riteish Deshmukh, Fardeen Khan"
tt6964940,skater girl,2021.0,"Drama, Family, Sport","When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",Manjari Makijany,"Waheeda Rehman, Amy Maghera, Sahidur Rahaman, Jonathan Readwin"
tt0405266,raincoat,2004.0,"Drama, Romance","All he wanted was to see her just once. Manu was from a village in the backwoods. Neeru was the girl next door, his lost love.",Rituparno Ghosh,"Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor, Mouli Ganguly"
tt0405507,murder,2004.0,"Drama, Romance, Thriller","Unhappy with her marriage with workaholic man, a woman finds solace in her lover and starts a steamy affair. But this fills her with guilt and leaves him, but he is determined to get her - at any cost.",Anurag Basu,"Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah"
tt0272736,mujhse dosti karoge!,2002.0,"Comedy, Drama, Family","Meet Raj, Pooja and Tina - 3 best friends thrown into a situation that time, letters, love and separation have created for them.",Kunal Kohli,"Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra"
tt5632164,veerappan,2016.0,"Action, Biography, Crime","Officer Kannan leads a group of police officers to track down the bandit, Veerappan.",Ram Gopal Varma,"Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav, Nissar Khan"
tt4874298,madly,2016.0,"Drama, Romance",A global anthology film featuring innovative love stories from the some of the world's most visionary directors.,"Bat for Lashes, Gael García Bernal, Anurag Kashyap, Sebastián Silva, Sion Sono, Mia Wasikowska","Radhika Apte, Kathryn Beck, Justina Bustos, Zoë Castle"
tt17425020,one friday night,2023.0,"Crime, Drama","Revolves around one stormy night, in an isolated villa a top a secluded hill.",Manish Gupta,"Vidhi Chitalia, Hemant K Gaur, Ambrish Saxena, Milind Soman"
tt7363104,khuda haafiz,2020.0,"Action, Crime, Drama",A newly married couple's life falls in jeopardy when the wife goes missing under mysterious circumstances.,Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Aahana Kumra"
tt3859980,mohenjo daro,2016.0,"Action, Adventure, Drama","In 2016 BC, a kind farmer leads an uprising in the city of Mohenjo Daro.",Ashutosh Gowariker,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh"
tt9766332,atrangi re,2021.0,"Comedy, Drama, Fantasy","A Tamil boy meets a girl from Bihar, what follows is a love story for the ages. A non-linear narrative of two romances running in parallel from different timelines.",Aanand L. Rai,"Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas"
tt1708453,aakrosh,2010.0,"Action, Crime, Drama","The Central Bureau of Investigation deputes two officers to investigate the disappearance of three medical students, which they believe to be an incident of 'honour killing' in a small, closed community.",Priyadarshan,"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal"
tt0098999,agneepath,1990.0,"Action, Crime, Drama","A young boy's quest for revenge leads him to become a gangster as an adult, and with each day he becomes more and more like his enemies. Can he find vengeance and redemption?",Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari"
tt0120540,yes boss,1997.0,"Comedy, Drama, Musical","Rahul Joshi wants to be a successful businessman so he works hard for his boss Siddharth. One day Rahul meets Seema, an up and coming model, and he feels like he's finally met his match. Will Seema fall for Rahul?",Aziz Mirza,"Shah Rukh Khan, Juhi Chawla, Aditya Pancholi, Kashmira Shah"
tt9614460,chhapaak,2020.0,"Biography, Drama","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",Meghna Gulzar,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair"
tt1499201,anjaana anjaani,2010.0,"Comedy, Drama, Musical","After numerous attempts at suicide fail, a couple decides to live it up, then kill themselves on New Year's Day.",Siddharth Anand,"Priyanka Chopra Jonas, Ranbir Kapoor, Aubrey K. Miller, Carl Marino"
tt1734110,no one killed jessica,2011.0,"Biography, Crime, Drama","A journalist, who is more of an activist teams up with the sister of a murdered model, as she gets interested in the case and wants to bring justice to her case.",Raj Kumar Gupta,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam"
tt4699202,gurgaon,2017.0,"Crime, Thriller",Based on true event this story revolves around kidnapping of Preeto which family has come to know from midnight call. The tales revolves as to how they family will be able to track Preeto..,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna"
tt11948256,lift,2021.0,"Drama, Horror, Mystery",A usual working day turns unusual for Guru and Harini when they get trapped in their haunted office. A patterned game unlocks a mystery and a lift is their only way out.,Vineeth,"Kavin, Amritha Aiyer, Kiran Konda, Gayathri Reddy"
tt2385104,d-day,2013.0,"Action, Thriller",A team of experts dispatched to bring in The Most Wanted Man in India almost achieve the unthinkable ... until something goes horribly wrong.,Nikkhil Advani,"Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan"
tt13022984,khuda haafiz chapter ii: agni pariksha,2022.0,"Action, Crime, Drama","Sameer and Nargis, after overcoming all odds, find a ray of sunshine when little Nandini enters their lives and their family is complete; But their happiness is short-lived. In a bizarre twist of fate, Nandini goes missing.",Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya, Sheeba Chaddha"
tt23875550,ui,2012.0, ,Add a Plot,Upendra,"Sunny Leone, Upendra, Murli Sharma, P. Ravi Shankar"
tt0093578,mr. india,1987.0,"Action, Comedy, Drama","A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik"
tt8130904,the body,2019.0,"Mystery, Thriller","When the body of a powerful businesswoman disappears from the morgue, the inspector in charge hunts for the truth. But when he questions her husband he realizes that there is much more to the case than meets the eye.",Jeethu Joseph,"Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedhika"
tt7180544,mukkabaaz,2017.0,"Action, Drama, Sport",A boxer struggles to make his mark in the boxing world.,Anurag Kashyap,"Vineet Kumar Singh, Jimmy Shergill, Zoya Hussain, Ravi Kishan"
